Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2018","Chlamydia trachomatis infection, Cum 2018, flag","Chlamydia trachomatis infection, Cum 2017","Chlamydia trachomatis infection, Cum 2017, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2018","Coccidioidomycosis, Cum 2018, flag","Coccidioidomycosis, Cum 2017","Coccidioidomycosis, Cum 2017, flag",Location 1,Location 2
WISCONSIN,2018,26,364,,539,,652,,12604,,13559,,,-,0,,1,,,-,5,,"WISCONSIN
(44.395526, -89.834513)",
DELAWARE,2018,26,123,,102,,204,,2608,,2733,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
INDIANA,2018,26,292,,647,,850,,16062,,17029,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
TEXAS,2018,26,2581,,2934,,3902,,67268,,76103,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
FLORIDA,2018,26,1076,,2037,,2379,,49746,,49753,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
COLORADO,2018,26,,-,482,,944,,11707,,14084,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MAINE,2018,26,,-,88,,130,,1467,,2103,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
UTAH,2018,26,86,,198,,303,,5023,,4992,,,-,0,,4,,4,,38,,"UTAH
(39.359772, -111.584173)",
ILLINOIS,2018,26,,-,1236,,1641,,20227,,37739,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
ARIZONA,2018,26,607,,789,,1629,,19427,,18005,,192,,140,,314,,4009,,2696,,"ARIZONA
(34.869712, -111.760902)",
MISSISSIPPI,2018,26,339,,447,,738,,8405,,8248,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
CONNECTICUT,2018,26,,-,129,,428,,449,,10411,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
MARYLAND,2018,26,519,,684,,1251,,16230,,12177,,,-,0,,2,,3,,4,,"MARYLAND
(39.290443, -76.612333)",
ALABAMA,2018,27,,-,477,,941,,5717,,14910,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
C.N.M.I.,2018,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MASSACHUSETTS,2018,27,266,,587,,681,,15178,,14587,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
ARKANSAS,2018,27,76,,269,,959,,3866,,6147,,,-,0,,2,,3,,2,,"ARKANSAS
(34.748745, -92.275105)",
IDAHO,2018,27,,-,120,,181,,2570,,3057,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
RHODE ISLAND,2018,27,47,,106,,532,,2565,,2365,,,-,0,,1,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WEST VIRGINIA,2018,27,,-,73,,113,,1765,,2261,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
OHIO,2018,27,429,,1195,,1325,,29261,,31330,,5,,0,,4,,15,,10,,"OHIO
(40.056807, -82.405897)",
PENNSYLVANIA,2018,27,581,,1096,,1299,,28481,,29178,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2018,27,388,,482,,943,,12200,,14448,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MICHIGAN,2018,27,141,,924,,1193,,20977,,25834,,,-,0,,3,,14,,13,,"MICHIGAN
(44.66399, -84.711206)",
UNITED STATES,2018,27,11705,,32293,,36117,,763212,,863427,,160,,291,,549,,7237,,5109,,,
PACIFIC,2018,27,761,,5471,,6344,,133742,,144407,,1,,159,,280,,2957,,2096,,,
PUERTO RICO,2018,27,,-,96,,212,,2886,,3905,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
S. ATLANTIC,2018,27,2723,,6778,,8515,,165639,,177704,,,-,0,,2,,3,,4,,,
NEW MEXICO,2018,27,113,,249,,464,,6424,,6709,,,-,0,,4,,24,,10,,"NEW MEXICO
(34.520396, -106.244402)",
ILLINOIS,2018,27,40,,1362,,1641,,26998,,38957,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
TENNESSEE,2018,27,190,,707,,845,,18190,,18062,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
LOUISIANA,2018,27,831,,672,,1325,,16911,,17569,,,-,0,,2,,7,,2,,"LOUISIANA
(31.2931, -92.463284)",
WASHINGTON,2018,27,433,,580,,838,,13984,,16717,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2018,27,21,,348,,505,,7274,,10964,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
VERMONT,2018,27,,-,26,,57,,291,,915,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2018,27,,-,62,,86,,1482,,1635,,,-,0,,1,,,-,5,,"NORTH DAKOTA
(47.475879, -100.121011)",
MAINE,2018,27,,-,88,,130,,1467,,2193,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
NEVADA,2018,27,,-,168,,407,,873,,8244,,,-,1,,10,,10,,69,,"NEVADA
(39.491833, -117.070159)",
NEW YORK,2018,27,703,,918,,2111,,23252,,21471,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
NEW ENGLAND,2018,27,361,,973,,1376,,21954,,33341,,,-,0,,2,,2,,1,,,
ALASKA,2018,27,,-,112,,161,,2488,,2964,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
SOUTH CAROLINA,2018,27,559,,642,,2106,,17703,,15607,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
IOWA,2018,27,,-,278,,340,,6477,,6843,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
GUAM,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MID. ATLANTIC,2018,27,1819,,4113,,4484,,106225,,106017,,,-,0,,0,,,-,,-,,
CALIFORNIA,2018,27,35,,4294,,4863,,105273,,111876,,1,,159,,280,,2949,,2089,,"CALIFORNIA
(37.640735, -121.002435)",
GEORGIA,2018,27,376,,1121,,1465,,23614,,34020,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
CONNECTICUT,2018,27,,-,116,,428,,449,,10726,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
FLORIDA,2018,27,978,,2037,,2379,,51566,,51406,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
DELAWARE,2018,27,,-,104,,204,,2608,,2811,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW HAMPSHIRE,2018,27,48,,77,,136,,2004,,2555,,,-,0,,1,,1,,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DIST. OF COL.,2018,27,,-,163,,318,,3413,,4590,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
OREGON,2018,27,293,,375,,501,,10025,,9390,,,-,0,,3,,8,,7,,"OREGON
(44.567912, -120.156945)",
UTAH,2018,27,45,,199,,303,,5173,,5149,,,-,0,,4,,4,,40,,"UTAH
(39.359772, -111.584173)",
AMER. SAMOA,2018,27,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
MISSOURI,2018,27,262,,647,,850,,17285,,16535,,,-,0,,2,,16,,9,,"MISSOURI
(38.636168, -92.566292)",
TEXAS,2018,27,2247,,2934,,3895,,70046,,78400,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
NEBRASKA,2018,27,41,,160,,244,,3905,,4349,,,-,0,,1,,2,,1,,"NEBRASKA
(41.640503, -99.367122)",
KANSAS,2018,27,103,,265,,311,,6708,,6912,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
MISSISSIPPI,2018,27,325,,443,,738,,8757,,8480,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
MARYLAND,2018,27,287,,684,,1251,,16638,,12531,,,-,0,,2,,3,,4,,"MARYLAND
(39.290443, -76.612333)",
KENTUCKY,2018,27,,-,238,,461,,1227,,9773,,,-,0,,0,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
VIRGIN ISL.,2018,27,,-,3,,13,,,-,310,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
VIRGINIA,2018,27,523,,809,,1425,,21457,,22013,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MOUNTAIN,2018,27,1103,,2191,,3082,,50807,,59478,,154,,144,,319,,4181,,2918,,,
NORTH CAROLINA,2018,27,,-,1246,,1401,,26875,,32465,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
ARIZONA,2018,27,471,,788,,1629,,20014,,18652,,154,,140,,314,,4134,,2783,,"ARIZONA
(34.869712, -111.760902)",
E.N. CENTRAL,2018,27,838,,4701,,5466,,106459,,127596,,5,,1,,5,,29,,28,,,
HAWAII,2018,27,,-,132,,162,,1972,,3460,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
W.S. CENTRAL,2018,27,3175,,4449,,5326,,98097,,113080,,,-,0,,3,,10,,4,,,
WYOMING,2018,27,26,,43,,79,,1051,,1001,,,-,0,,2,,1,,5,,"WYOMING
(43.23558, -108.110518)",
E.S. CENTRAL,2018,27,515,,1697,,2758,,33891,,51225,,,-,0,,0,,,-,1,,,
NEW JERSEY,2018,27,191,,700,,807,,18305,,18472,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH DAKOTA,2018,27,,-,80,,110,,2062,,2314,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
W.N. CENTRAL,2018,27,410,,1962,,2262,,46398,,50579,,,-,2,,9,,55,,57,,,
NEW YORK CITY,2018,27,344,,1403,,1581,,36187,,36896,,,N,0,,0,,,N,,N,,
WISCONSIN,2018,27,,-,539,,652,,12604,,13943,,,-,0,,1,,,-,5,,"WISCONSIN
(44.395526, -89.834513)",
MINNESOTA,2018,27,4,,448,,550,,8479,,11991,,,-,1,,7,,37,,42,,"MINNESOTA
(46.357661, -94.793397)",
MONTANA,2018,27,60,,93,,153,,2502,,2218,,,-,0,,3,,8,,11,,"MONTANA
(47.062617, -109.430168)",
INDIANA,2018,27,228,,647,,850,,16619,,17532,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2018,28,,-,443,,738,,8757,,8930,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
RHODE ISLAND,2018,28,51,,106,,532,,2633,,2377,,,-,0,,1,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ILLINOIS,2018,28,54,,1367,,1641,,28167,,40499,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
OHIO,2018,28,622,,1201,,1325,,30394,,32552,,1,,0,,5,,16,,10,,"OHIO
(40.056807, -82.405897)",
VERMONT,2018,28,,-,26,,57,,359,,972,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
PACIFIC,2018,28,1326,,5472,,6383,,142989,,150016,,3,,159,,280,,3150,,2204,,,
TEXAS,2018,28,2466,,2934,,3908,,73195,,80674,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
NEW MEXICO,2018,28,,-,249,,464,,6424,,7021,,,-,0,,4,,24,,12,,"NEW MEXICO
(34.520396, -106.244402)",
UTAH,2018,28,91,,200,,303,,5400,,5346,,,-,0,,4,,4,,44,,"UTAH
(39.359772, -111.584173)",
MONTANA,2018,28,63,,93,,153,,2589,,2285,,,-,0,,2,,8,,12,,"MONTANA
(47.062617, -109.430168)",
FLORIDA,2018,28,1294,,2037,,2379,,53916,,53363,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
NEW YORK,2018,28,907,,917,,2111,,24155,,22374,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
OREGON,2018,28,351,,375,,501,,10376,,9719,,,-,0,,3,,8,,8,,"OREGON
(44.567912, -120.156945)",
WISCONSIN,2018,28,349,,539,,652,,13524,,14479,,,-,0,,1,,,-,5,,"WISCONSIN
(44.395526, -89.834513)",
HAWAII,2018,28,,-,132,,162,,1972,,3607,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2018,28,,-,73,,113,,1765,,2334,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
W.S. CENTRAL,2018,28,3103,,4449,,5326,,102179,,116586,,,-,0,,3,,10,,4,,,
MARYLAND,2018,28,375,,684,,1251,,17249,,13157,,,-,0,,2,,3,,4,,"MARYLAND
(39.290443, -76.612333)",
DELAWARE,2018,28,149,,104,,204,,2817,,2885,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW YORK CITY,2018,28,807,,1403,,1581,,37789,,38350,,,N,0,,0,,,N,,N,,
IDAHO,2018,28,,-,120,,181,,2570,,3182,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
INDIANA,2018,28,303,,647,,850,,17261,,18164,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
AMER. SAMOA,2018,28,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
DIST. OF COL.,2018,28,,-,163,,318,,3413,,4738,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
TENNESSEE,2018,28,,-,707,,845,,18190,,18631,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
WASHINGTON,2018,28,458,,580,,838,,14442,,17316,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NEW HAMPSHIRE,2018,28,77,,77,,136,,2081,,2653,,,-,0,,1,,1,,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2018,28,,-,477,,941,,5717,,15511,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
NEBRASKA,2018,28,45,,163,,244,,3994,,4539,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
NORTH DAKOTA,2018,28,6,,62,,86,,1591,,1706,,,-,0,,1,,1,,5,,"NORTH DAKOTA
(47.475879, -100.121011)",
GEORGIA,2018,28,381,,1198,,1465,,25075,,35292,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
E.N. CENTRAL,2018,28,1511,,4701,,5466,,110917,,132479,,1,,1,,5,,32,,28,,,
CONNECTICUT,2018,28,,-,76,,428,,449,,11122,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH DAKOTA,2018,28,,-,80,,110,,2062,,2411,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
UNITED STATES,2018,28,14021,,32347,,36117,,796939,,896469,,167,,291,,549,,7574,,5338,,,
MID. ATLANTIC,2018,28,2588,,4113,,4484,,109790,,110182,,,-,0,,0,,,-,,-,,
C.N.M.I.,2018,28,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
W.N. CENTRAL,2018,28,645,,1964,,2262,,48813,,52560,,,-,2,,9,,56,,60,,,
MINNESOTA,2018,28,6,,449,,550,,9122,,12445,,,-,1,,7,,37,,44,,"MINNESOTA
(46.357661, -94.793397)",
MOUNTAIN,2018,28,807,,2192,,3082,,51850,,61964,,163,,144,,319,,4321,,3036,,,
LOUISIANA,2018,28,592,,676,,1324,,17491,,18162,,,-,0,,2,,7,,2,,"LOUISIANA
(31.2931, -92.463284)",
GUAM,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MASSACHUSETTS,2018,28,423,,587,,681,,15747,,15218,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
S. ATLANTIC,2018,28,3490,,6792,,8515,,173774,,184820,,,-,0,,2,,3,,4,,,
KENTUCKY,2018,28,,-,207,,461,,1227,,10165,,,-,0,,0,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
IOWA,2018,28,108,,279,,340,,7049,,7140,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2018,28,467,,642,,2106,,18240,,16163,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
VIRGINIA,2018,28,819,,804,,1425,,22271,,23153,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MICHIGAN,2018,28,183,,922,,1191,,21571,,26785,,,-,0,,3,,16,,13,,"MICHIGAN
(44.66399, -84.711206)",
PENNSYLVANIA,2018,28,874,,1096,,1299,,29541,,30243,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSOURI,2018,28,367,,647,,851,,18025,,17115,,,-,0,,2,,16,,9,,"MISSOURI
(38.636168, -92.566292)",
PUERTO RICO,2018,28,28,,96,,212,,2947,,4117,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
ARKANSAS,2018,28,,-,269,,959,,3866,,6343,,,-,0,,2,,3,,2,,"ARKANSAS
(34.748745, -92.275105)",
ARIZONA,2018,28,629,,789,,1629,,20708,,19613,,163,,141,,314,,4274,,2891,,"ARIZONA
(34.869712, -111.760902)",
NORTH CAROLINA,2018,28,5,,1253,,1408,,29028,,33735,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MAINE,2018,28,,-,87,,130,,1467,,2283,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
NEW JERSEY,2018,28,,-,700,,807,,18305,,19215,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
NEVADA,2018,28,,-,84,,407,,873,,8529,,,-,1,,10,,10,,72,,"NEVADA
(39.491833, -117.070159)",
WYOMING,2018,28,24,,43,,79,,1086,,1044,,,-,0,,2,,1,,5,,"WYOMING
(43.23558, -108.110518)",
ALASKA,2018,28,71,,112,,161,,2686,,3068,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
COLORADO,2018,28,,-,482,,943,,12200,,14944,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
OKLAHOMA,2018,28,45,,349,,505,,7627,,11407,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
E.S. CENTRAL,2018,28,,-,1674,,2758,,33891,,53237,,,-,0,,0,,,-,1,,,
CALIFORNIA,2018,28,446,,4294,,4902,,113513,,116306,,3,,159,,280,,3142,,2196,,"CALIFORNIA
(37.640735, -121.002435)",
NEW ENGLAND,2018,28,551,,951,,1376,,22736,,34625,,,-,0,,2,,2,,1,,,
VIRGIN ISL.,2018,28,,-,8,,16,,208,,323,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
KANSAS,2018,28,113,,265,,311,,6970,,7204,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
ALABAMA,2018,29,,-,473,,941,,5717,,16159,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
PACIFIC,2018,29,1168,,5434,,6397,,148172,,155786,,11,,159,,280,,3347,,2324,,,
E.S. CENTRAL,2018,29,604,,1654,,2758,,34575,,55468,,,-,0,,0,,,-,1,,,
MISSISSIPPI,2018,29,409,,438,,738,,9246,,9378,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
FLORIDA,2018,29,951,,2041,,2379,,55447,,55393,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
S. ATLANTIC,2018,29,2210,,6701,,8515,,178547,,191970,,,-,0,,2,,3,,4,,,
NORTH CAROLINA,2018,29,22,,1248,,1407,,30254,,35038,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2018,29,137,,249,,464,,7011,,7269,,,-,0,,4,,26,,12,,"NEW MEXICO
(34.520396, -106.244402)",
AMER. SAMOA,2018,29,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
LOUISIANA,2018,29,652,,676,,1324,,18136,,18936,,1,,0,,2,,8,,2,,"LOUISIANA
(31.2931, -92.463284)",
C.N.M.I.,2018,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MINNESOTA,2018,29,,-,443,,550,,9122,,12910,,1,,1,,7,,38,,44,,"MINNESOTA
(46.357661, -94.793397)",
NEW HAMPSHIRE,2018,29,53,,77,,136,,2137,,2789,,,-,0,,1,,1,,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
HAWAII,2018,29,,-,130,,162,,1972,,3753,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2018,29,124,,696,,807,,19281,,19949,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
NEW YORK,2018,29,802,,917,,2111,,24956,,23190,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
UNITED STATES,2018,29,13048,,32373,,39515,,842025,,930698,,173,,292,,549,,7923,,5596,,,
NEBRASKA,2018,29,44,,160,,244,,4115,,4649,,,-,0,,1,,2,,3,,"NEBRASKA
(41.640503, -99.367122)",
ARIZONA,2018,29,547,,783,,1629,,21333,,20134,,160,,141,,314,,4419,,3023,,"ARIZONA
(34.869712, -111.760902)",
TEXAS,2018,29,2148,,2949,,3896,,75844,,83713,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
NEVADA,2018,29,,-,81,,407,,873,,8878,,,-,1,,10,,10,,76,,"NEVADA
(39.491833, -117.070159)",
PUERTO RICO,2018,29,163,,96,,209,,3115,,4212,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
WASHINGTON,2018,29,419,,578,,838,,14861,,17915,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
ALASKA,2018,29,56,,112,,161,,2814,,3197,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
ILLINOIS,2018,29,55,,1343,,1641,,29171,,42013,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
MISSOURI,2018,29,359,,647,,851,,18640,,17773,,,-,0,,2,,17,,9,,"MISSOURI
(38.636168, -92.566292)",
OREGON,2018,29,395,,375,,501,,10772,,10123,,,-,0,,3,,9,,8,,"OREGON
(44.567912, -120.156945)",
INDIANA,2018,29,275,,650,,850,,17859,,18840,,,N,0,,2,,,N,,N,"INDIANA
(39.76845, -86.156212)",
SOUTH DAKOTA,2018,29,19,,80,,110,,2128,,2496,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW ENGLAND,2018,29,142,,971,,17464,,40307,,35992,,,-,0,,2,,3,,1,,,
COLORADO,2018,29,307,,483,,941,,13493,,15420,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
TENNESSEE,2018,29,195,,707,,845,,18385,,19336,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
IDAHO,2018,29,98,,120,,181,,2943,,3321,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
WEST VIRGINIA,2018,29,33,,74,,113,,1886,,2407,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
MASSACHUSETTS,2018,29,,-,586,,681,,15747,,15825,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
W.N. CENTRAL,2018,29,554,,1958,,2262,,50028,,54441,,1,,2,,9,,58,,61,,,
MONTANA,2018,29,49,,93,,153,,2655,,2367,,,-,0,,2,,8,,12,,"MONTANA
(47.062617, -109.430168)",
OHIO,2018,29,582,,1197,,1325,,31534,,33786,,,-,0,,5,,17,,10,,"OHIO
(40.056807, -82.405897)",
OKLAHOMA,2018,29,49,,344,,505,,7937,,11890,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
RHODE ISLAND,2018,29,77,,106,,532,,2748,,2442,,,-,0,,1,,2,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH CAROLINA,2018,29,,-,642,,2106,,18240,,16733,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2018,29,325,,1127,,1465,,25826,,36593,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
MAINE,2018,29,,-,86,,130,,1467,,2374,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
DELAWARE,2018,29,,-,106,,204,,2817,,2993,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
PENNSYLVANIA,2018,29,682,,1096,,1300,,30402,,31338,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW YORK CITY,2018,29,922,,1403,,1581,,39379,,39817,,,N,0,,0,,,N,,N,,
WYOMING,2018,29,38,,42,,79,,1136,,1079,,,-,0,,2,,1,,6,,"WYOMING
(43.23558, -108.110518)",
VERMONT,2018,29,,-,24,,53,,359,,1012,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
MOUNTAIN,2018,29,1315,,2200,,3082,,55121,,64037,,160,,147,,319,,4468,,3173,,,
MID. ATLANTIC,2018,29,2530,,4113,,4486,,114018,,114294,,,-,0,,0,,,-,,-,,
VIRGIN ISL.,2018,29,,-,8,,18,,233,,336,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WISCONSIN,2018,29,337,,538,,652,,14091,,15036,,,-,0,,1,,,-,5,,"WISCONSIN
(44.395526, -89.834513)",
CALIFORNIA,2018,29,298,,4283,,4916,,117753,,120798,,11,,159,,280,,3338,,2316,,"CALIFORNIA
(37.640735, -121.002435)",
KANSAS,2018,29,121,,266,,311,,7314,,7470,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
ARKANSAS,2018,29,197,,269,,959,,4232,,6638,,,-,0,,2,,3,,2,,"ARKANSAS
(34.748745, -92.275105)",
E.N. CENTRAL,2018,29,1479,,4641,,5466,,115108,,137533,,,-,1,,5,,33,,28,,,
NORTH DAKOTA,2018,29,11,,62,,86,,1660,,1768,,,-,0,,1,,1,,5,,"NORTH DAKOTA
(47.475879, -100.121011)",
GUAM,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UTAH,2018,29,139,,201,,303,,5677,,5569,,,-,0,,4,,4,,44,,"UTAH
(39.359772, -111.584173)",
